iter	RMSE
185	0.3221417795
186	0.3215300893
187	0.3211185269
188	0.3200242656
189	0.3197369943
190	0.3189440234
191	0.3183554942
192	0.3181411883
193	0.3176747274
194	0.317408298
195	0.3171318257
196	0.3163259548
197	0.3155899767
198	0.3153767193
199	0.3150283838
200	0.3147438274
201	0.3145674609
202	0.3143264857
203	0.3139974988
204	0.3132750861
205	0.3126938663
206	0.3119083527
207	0.3113006134
208	0.3103855394
209	0.3097758416
210	0.3091756588
211	0.3087329177
212	0.3084983455
213	0.3076897603
214	0.3074598417
215	0.3072271138
216	0.3067202976
217	0.3064932655
218	0.3061038547
219	0.3058578283
220	0.3052615458
221	0.3047444383
222	0.3041724166
223	0.3035068763
224	0.3032663565
225	0.3024395945
226	0.3022609023
227	0.3020063522
228	0.3016983545
229	0.3011377698
230	0.3003286023
231	0.3001370648
232	0.2998194256
233	0.2996501237
234	0.2994892313
235	0.299004991
236	0.2981986603
237	0.2976044187
238	0.2972690887
239	0.2970581215
240	0.2968524979
241	0.2962174499
242	0.2953710573
243	0.2949675038
244	0.2948106526
245	0.2942776447
246	0.2937294963
247	0.293007958
248	0.2928527088
249	0.2926999495
250	0.2924480713
251	0.2921027663
252	0.2919528751
253	0.2916521564
254	0.2915122642
255	0.2908379973
256	0.2903160368
257	0.2897255742
258	0.2891749098
259	0.2885209572
260	0.2883764093
261	0.2882331658
262	0.2879125389
263	0.2877733875
264	0.2873778648
265	0.2869899363
266	0.2868312464
267	0.2863934112
268	0.2857834429
269	0.2851488721
270	0.2850130763
271	0.2846761634
272	0.2843043937
273	0.2840341678
274	0.2839032245
275	0.2837737594
276	0.2834956408
277	0.2829612204
278	0.2828346806
279	0.2822486795
280	0.2819998389
281	0.2816427519
282	0.2813467678
283	0.2811064783
284	0.2809806983
285	0.2805245992
286	0.2799848217
287	0.2798615125
288	0.2797422544
289	0.2791596328
290	0.2790406634
291	0.2784863421
292	0.2779823095
293	0.2778655067
294	0.277646633
295	0.2775279182
296	0.277344404
297	0.2770196274
298	0.2764849932
299	0.2760363627
300	0.2759243973
301	0.2756510284
302	0.2754496907
303	0.2753395076
304	0.2751438613
305	0.2748782444
306	0.2744399357
307	0.2742312792
308	0.2737663491
309	0.2736568671
310	0.2735495524
311	0.2730041284
312	0.2727443862
313	0.2726386387
314	0.2723938081
315	0.2721964887
316	0.2718107697
317	0.2717022032
318	0.2711497807
319	0.2709678227
320	0.2708645484
321	0.2706875762
322	0.2703334731
323	0.2699442014
324	0.2698426338
325	0.2694426355
326	0.2688900682
327	0.2685141777
328	0.2680592855
329	0.2679535539
330	0.2673891424
331	0.2671415669
332	0.2670430066
333	0.2668709658
334	0.2666670629
335	0.2662915445
336	0.266194449
337	0.2660987128
338	0.2657367557
339	0.2654894038
340	0.2649951301
341	0.2644645329
342	0.2642629481
343	0.2640671809
344	0.2636938532
345	0.2635947458
346	0.2632194091
347	0.2630423901
348	0.2627477929
349	0.2626543912
350	0.2624932087
351	0.2620013423
352	0.2619053916
353	0.2614978879
354	0.2611242669
355	0.2608884121
356	0.2607937895
357	0.2604524628
358	0.2602988025
359	0.2602059189
360	0.2600612737
361	0.2597497538
362	0.2595220546
363	0.25916878
364	0.2590117108
365	0.2588474623
366	0.2584348158
367	0.2580481269
368	0.257627692
369	0.2575355734
370	0.2573201578
371	0.2572294655
372	0.2571401104
373	0.2567613554
374	0.2565129491
375	0.256424885
376	0.2563414645
377	0.2561894571
378	0.2560473922
379	0.2558965027
380	0.2557524056
381	0.2556702512
382	0.2555369284
383	0.2554013092
384	0.254879552
385	0.2546658919
386	0.2543551988
387	0.2542702888
388	0.2537942709
389	0.2537112043
390	0.2533609421
391	0.2532362144
392	0.2528614353
393	0.2525268076
394	0.2520928178
395	0.2520109082
396	0.2515780427
397	0.2514538601
398	0.2513768997
399	0.2512434453
400	0.2510486108
401	0.2507142554
402	0.2505609266
403	0.2502864735
404	0.2502064058
405	0.2499435462
406	0.2497390544
407	0.2496281854
408	0.2493035427
409	0.2488655477
410	0.2487726846
411	0.2484048042
412	0.248083237
413	0.2477688881
414	0.2475474641
415	0.247410603
416	0.2472858933
417	0.2469616249
418	0.2465645035
419	0.2462224322
420	0.2459068876
421	0.2455635857
422	0.2452826558
423	0.2452045966
424	0.2449884834
425	0.244900036
426	0.2447128545
427	0.2444003812
428	0.2442398262
429	0.2441065123
430	0.2438892786
431	0.2438019669
432	0.2437266583
433	0.2436435581
434	0.243458989
435	0.2433335768
436	0.2432630943
437	0.2431819632
438	0.2428311945
439	0.2424005687
440	0.242283313
441	0.2421637931
442	0.2418320414
443	0.2417082971
444	0.2416286563
445	0.2413743938
446	0.2409772933
447	0.2407174898
448	0.2404427997
449	0.2402771008
450	0.2399414999
451	0.239673997
452	0.2395028953
453	0.2391795368
454	0.2390718697
455	0.2387912185
456	0.2385388225
457	0.2384625115
458	0.2383485115
459	0.2382830156
460	0.2382122094
461	0.2378691945
462	0.2375713785
463	0.2375046178
464	0.2374044089
465	0.2373190081
466	0.2371454323
467	0.2370745311
468	0.23696179
469	0.2368923298
470	0.2366887055
471	0.2365854141
472	0.2364686437
473	0.2364013568
474	0.2361613789
475	0.236062056
476	0.2356512307
477	0.2355841362
478	0.2352928458
479	0.2351461854
480	0.2348557238
481	0.2346477082
482	0.2345768534
483	0.2343726266
484	0.2342742994
485	0.2341308612
486	0.2340663976
487	0.2339140922
488	0.2338511662
489	0.2337518291
490	0.2333445397
491	0.233255546
492	0.2331902742
493	0.2331242789
494	0.2328846576
495	0.2325876548
496	0.2325173064
497	0.2324559217
498	0.2323988651
499	0.2323024837
500	0.2319749853
501	0.2316310027
502	0.2313883744
503	0.2312807926
504	0.231225511
505	0.23086428
506	0.2308063479
507	0.2307497603
508	0.230548542
509	0.2302239464
510	0.2298680428
511	0.2298106624
512	0.2297549171
513	0.2296677253
514	0.2294001262
515	0.2292176898
516	0.2290069941
517	0.2287858161
518	0.2285025959
519	0.2283367241
520	0.2282478881
521	0.2280440083
522	0.2278088713
523	0.227747483
524	0.2274079581
525	0.2273163728
526	0.2272625812
527	0.2269735718
528	0.2267807382
529	0.2266452353
530	0.2265234861
531	0.2264657489
532	0.2263429226
533	0.2261689738
534	0.2261196559
535	0.2259098631
536	0.2255957363
537	0.2255470952
538	0.2252092445
539	0.2249200227
540	0.2246925421
541	0.2243975442
542	0.224224749
543	0.2239743793
544	0.2238863845
545	0.2236675713
546	0.2235643811
547	0.2233831621
548	0.223323656
549	0.2230629569
550	0.2230047957
551	0.2229525347
552	0.2227114283
553	0.2224631829
554	0.2224119763
555	0.2221921261
556	0.2218532651
557	0.2215696678
558	0.2215190964
559	0.2213061386
560	0.2212521129
561	0.2208417485
562	0.220787727
563	0.2207006398
564	0.2206160599
565	0.2204870342
566	0.2202353338
567	0.2200223878
568	0.2199128365
569	0.2197121952
570	0.219413721
571	0.2193582577
572	0.2192823593
573	0.21919561
574	0.2190074996
575	0.2188771047
576	0.2188296264
577	0.2187485041
578	0.2186971357
579	0.218480356
580	0.2183054573
581	0.2182520706
582	0.2180739558
583	0.2179082535
584	0.217666998
585	0.2176139394
586	0.2172737966
587	0.2170202636
588	0.2169446731
589	0.2168947477
590	0.2166497705
591	0.2166005556
592	0.2163952438
593	0.2160700358
594	0.2157185972
595	0.2155685151
596	0.2155194605
597	0.2154690614
598	0.2153787906
599	0.2152193458
600	0.2150748466
601	0.2150151974
602	0.2147754565
603	0.2147275957
604	0.2143909048
605	0.2143431986
606	0.2142976184
607	0.2141611676
608	0.2139288576
609	0.213843472
610	0.2137971492
611	0.2133954122
612	0.2132101468
613	0.2128886
614	0.2128068661
615	0.2127250028
616	0.2126784047
617	0.2124950398
618	0.2121952365
619	0.2120048819
620	0.2118652459
621	0.2118186852
622	0.2116903035
623	0.2115013878
624	0.2114549999
625	0.2112841276
626	0.2110605798
627	0.2110144591
628	0.2109699509
629	0.2108748258
630	0.2105942108
631	0.2104421983
632	0.2103616596
633	0.210274801
634	0.210073428
635	0.2099468771
636	0.2098586549
637	0.2098134667
638	0.2097293443
639	0.2094888127
640	0.2093696797
641	0.2090992359
642	0.2089290966
643	0.2087036096
644	0.2084219572
645	0.2081427656
646	0.2080368906
647	0.2079642391
648	0.2077403691
649	0.2076635906
650	0.2076187453
651	0.2075410946
652	0.2074797561
653	0.2071915761
654	0.2071459482
655	0.2071020165
656	0.2070602137
657	0.2067785297
658	0.2067401176
659	0.206561251
660	0.206517767
661	0.206263805
662	0.2061921638
663	0.2061484483
664	0.2060113574
665	0.2058970635
666	0.2057974538
667	0.2057551683
668	0.2055800755
669	0.2054661488
670	0.2053306136
671	0.2050699966
672	0.2050267859
673	0.2049337038
674	0.2048658071
675	0.2047454801
676	0.2045537329
677	0.2045110228
678	0.20432611
679	0.2042843486
680	0.204141609
681	0.2040689684
682	0.2039838884
683	0.2038344206
684	0.2037855278
685	0.203723414
686	0.2036501131
687	0.2036076313
688	0.2035485283
689	0.2034884847
690	0.203440402
691	0.2033108227
692	0.2032522185
693	0.2031298835
694	0.2030769273
695	0.2028120576
696	0.2027711017
697	0.2026284968
698	0.2023500581
699	0.2021392467
700	0.2018668979
701	0.2017816535
702	0.2017340543
703	0.2016912133
704	0.2015569529
705	0.2014018939
706	0.2012025624
707	0.201158685
708	0.2010513522
709	0.2010115752
710	0.2007177352
711	0.2006773896
712	0.2006133715
713	0.2005679936
714	0.200356953
715	0.2002085567
716	0.2001637711
717	0.2001195574
718	0.2000785144
719	0.1999006565
720	0.1997942684
721	0.1997506247
722	0.1994725
723	0.1994295212
724	0.1993251864
725	0.1992678507
726	0.1991388359
727	0.1990957709
728	0.1989582703
729	0.1988904976
730	0.198848439
731	0.1987272825
732	0.1986854041
733	0.1986264541
734	0.1984909423
735	0.198337933
736	0.1982295511
737	0.1980727594
738	0.1979780082
739	0.1979364438
740	0.1978749184
741	0.1977295438
742	0.1974580202
743	0.1972909658
744	0.1971869639
745	0.197145314
746	0.1970355302
747	0.19699089
748	0.1968785418
749	0.196649428
750	0.1964831342
751	0.1964419866
752	0.1963565323
753	0.1962156559
754	0.1961786412
755	0.1960385835
756	0.195784224
757	0.1957435565
758	0.1956465814
759	0.1955034326
760	0.1954388256
761	0.1952040756
762	0.1951633873
763	0.1950013997
764	0.19495455
765	0.19475851
766	0.1946337884
767	0.1945941042
768	0.194555216
769	0.1944622001
770	0.1942269641
771	0.1941480706
772	0.1941092012
773	0.1940357164
774	0.1939810694
775	0.1939430928
776	0.1938219522
777	0.1935754534
778	0.1933404034
779	0.1932992697
780	0.1932579598
781	0.1932212491
782	0.1931873241
783	0.1930506954
784	0.193011029
785	0.1929179409
786	0.192798685
787	0.1927453507
788	0.192628165
789	0.1925155874
790	0.1923866432
791	0.1923245937
792	0.1922438962
793	0.1921911749
794	0.1920108123
795	0.1918292768
796	0.1917924493
797	0.1916334176
798	0.1915393047
799	0.1915000895
800	0.1914490046
801	0.1914155694
802	0.1913145156
803	0.1912598591
804	0.1911562303
805	0.1910538872
806	0.1908664576
807	0.1907641689
808	0.1907249773
809	0.1906675687
810	0.1906134655
811	0.1905425428
812	0.1905078781
813	0.1903258568
814	0.1900692261
815	0.1899812127
816	0.1898552305
817	0.1898075006
818	0.1897371348
819	0.1896061883
820	0.1895686245
821	0.1895334703
822	0.189473991
823	0.1894384649
824	0.1893182557
825	0.1892100941
826	0.1890549023
827	0.1889326482
828	0.1888963023
829	0.1886587126
830	0.1886212299
831	0.1885767926
832	0.18853908
833	0.1884806525
834	0.1884458826
835	0.1884112667
836	0.1882881369
837	0.1882524359
838	0.1880055744
839	0.1877531806
840	0.187573274
841	0.1875393888
842	0.1874069465
843	0.1873217021
844	0.1871801701
845	0.1871303883
846	0.1869967739
847	0.1869437338
848	0.1869107395
849	0.1867350548
850	0.1865848557
851	0.1865517478
852	0.1865039702
853	0.1864733718
854	0.1864401184
855	0.1864085076
856	0.1862632732
857	0.186116589
858	0.186082421
859	0.1860444863
860	0.1858989049
861	0.1858647228
862	0.1857844524
863	0.1856414539
864	0.1856093439
865	0.1855026987
866	0.1852233666
867	0.1850243077
868	0.1849237369
869	0.1848213693
870	0.1846536941
871	0.184622329
872	0.1844811762
873	0.1844409476
874	0.1843317161
875	0.1841508585
876	0.1841042374
877	0.1840120108
878	0.1839775791
879	0.1837940906
880	0.1836843076
881	0.1836400648
882	0.1835902959
883	0.1834044114
884	0.1832565949
885	0.1830741063
886	0.1830209956
887	0.1828561859
888	0.1827790231
889	0.1827433406
890	0.1826483743
891	0.1825730367
892	0.1824862217
893	0.1824547334
894	0.1824197033
895	0.1823890297
896	0.1823023543
897	0.1822186807
898	0.1821881132
899	0.1821456248
900	0.1820403136
901	0.1819853211
902	0.181799085
903	0.1817318267
904	0.1816915267
905	0.181541817
906	0.1814538522
907	0.1814188372
908	0.1813819336
909	0.1812297666
910	0.1811979987
911	0.181050262
912	0.1810201336
913	0.1809396158
914	0.180712388
915	0.1806095187
916	0.1805020375
917	0.1803401105
918	0.1801762449
919	0.180144773
920	0.1799906918
921	0.1798876591
922	0.1797966069
923	0.1797508162
924	0.1797171544
925	0.1796038273
926	0.1793170769
927	0.1792853115
928	0.1792537612
929	0.17915517
930	0.1790413004
931	0.1790124266
932	0.1789812997
933	0.1787612746
934	0.1786735949
935	0.1785982774
936	0.178375655
937	0.1782775091
938	0.1782471489
939	0.1782000399
940	0.1781602813
941	0.1780431552
942	0.1778573667
943	0.1778132093
944	0.177784208
945	0.1777533676
946	0.177722515
947	0.1775638608
948	0.1775337146
949	0.1774948727
950	0.1774650689
951	0.1774356564
952	0.1773635662
953	0.1773229437
954	0.1772160983
955	0.1770687983
956	0.1769018993
957	0.1768731999
958	0.1768440928
959	0.1767614632
960	0.1767318638
961	0.1766848602
962	0.1765072258
963	0.1764758862
964	0.176343694
965	0.1761323642
966	0.176008455
967	0.1759009032
968	0.1757466784
969	0.1756223148
970	0.1755938858
971	0.1754731243
972	0.175403036
973	0.1753725719
974	0.1752891657
975	0.1751690021
976	0.1750230632
977	0.1749863156
978	0.1749074143
979	0.1748785731
980	0.1748509953
981	0.174689986
982	0.1746617642
983	0.1745848333
984	0.1745337447
985	0.174506869
986	0.1744308172
987	0.1743751775
988	0.1743461823
989	0.1742565188
990	0.174229955
991	0.1741025512
992	0.1738316305
993	0.1738029149
994	0.1736715365
995	0.1735329768
996	0.1734653481
997	0.1733498829
998	0.1732604115
999	0.1732340442
